Datum;Grupp;Serie;Värde
2022-02-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,37007
2022-02-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,47096
2022-02-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,57464
2022-02-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,60751
2022-02-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,6457
2022-02-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,62154
2022-02-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,59304
2022-02-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,56972
2022-02-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,56266
2022-02-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,60212
2022-02-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,54186
2022-02-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,50603
2022-02-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,54378
2022-02-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,55052
2022-02-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,6218
2022-02-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,63305
2022-02-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,49521
2022-02-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,54868
2022-02-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,47069
2022-03-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,29747
2022-03-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,28186
2022-03-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,37251
2022-03-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,28441
2022-03-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,36506
2022-03-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,47003
2022-03-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,54141
2022-03-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,63126
2022-03-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,64593
2022-03-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,76697
2022-03-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,75094
2022-03-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,79995
2022-03-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,83211
2022-03-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,82626
2022-03-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;0,89155
2022-03-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,00894
2022-03-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,0234
2022-03-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,11243
2022-03-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,15966
2022-03-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,21904
2022-03-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,27484
2022-03-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,35509
2022-03-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,21989
2022-04-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,21923
2022-04-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,14346
2022-04-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,20226
2022-04-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,32084
2022-04-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,33724
2022-04-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,38453
2022-04-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,48735
2022-04-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,44898
2022-04-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,35807
2022-04-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,41535
2022-04-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,53451
2022-04-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,48947
2022-04-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,525
2022-04-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,54454
2022-04-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,49312
2022-04-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,42989
2022-04-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,42164
2022-04-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,57878
2022-04-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,64479
2022-05-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,74343
2022-05-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,7724
2022-05-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,90494
2022-05-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,85996
2022-05-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,95039
2022-05-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,91402
2022-05-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,8255
2022-05-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,92212
2022-05-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,67984
2022-05-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,71246
2022-05-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,72647
2022-05-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,8099
2022-05-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,79396
2022-05-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,68133
2022-05-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,69
2022-05-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,67723
2022-05-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,62385
2022-05-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,56803
2022-05-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,50089
2022-05-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,48362
2022-05-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,53905
2022-06-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,58797
2022-06-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,64144
2022-06-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,73465
2022-06-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,77831
2022-06-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,80314
2022-06-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,83089
2022-06-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,82579
2022-06-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,90044
2022-06-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,02961
2022-06-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,02262
2022-06-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,21185
2022-06-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,11444
2022-06-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,10247
2022-06-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,12756
2022-06-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,03974
2022-06-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,91019
2022-06-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,96943
2022-06-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,00382
2022-06-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,97588
2022-06-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,82408
2022-07-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,60522
2022-07-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,70494
2022-07-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,61381
2022-07-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,48071
2022-07-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,52832
2022-07-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,52627
2022-07-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,50922
2022-07-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,47332
2022-07-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,52828
2022-07-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,64144
2022-07-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,62913
2022-07-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,6999
2022-07-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,77031
2022-07-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,75396
2022-07-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,7567
2022-07-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,59208
2022-07-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,61497
2022-07-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,53247
2022-07-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,56049
2022-07-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,451
2022-07-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,47235
2022-08-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,43826
2022-08-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,44566
2022-08-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,52437
2022-08-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,44529
2022-08-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,55286
2022-08-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,5461
2022-08-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,55568
2022-08-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,50367
2022-08-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,53274
2022-08-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,52107
2022-08-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,4402
2022-08-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,48252
2022-08-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,57271
2022-08-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,61291
2022-08-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,72913
2022-08-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,77577
2022-08-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,87332
2022-08-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,95953
2022-08-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,9529
2022-08-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,03916
2022-08-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,17265
2022-08-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,12914
2022-08-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,09418
2022-09-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,11857
2022-09-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,05112
2022-09-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,11219
2022-09-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,07933
2022-09-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,03884
2022-09-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,105
2022-09-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,09794
2022-09-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,10037
2022-09-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,14421
2022-09-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,15481
2022-09-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,15029
2022-09-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,1635
2022-09-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,20008
2022-09-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,32834
2022-09-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,2383
2022-09-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,31245
2022-09-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,37442
2022-09-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,4489
2022-09-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,48132
2022-09-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,42308
2022-09-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,47673
2022-09-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,39033
2022-10-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,32802
2022-10-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,21934
2022-10-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,29594
2022-10-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,31869
2022-10-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,43047
2022-10-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,40268
2022-10-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,421
2022-10-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,423
2022-10-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,446
2022-10-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,332
2022-10-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,316
2022-10-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,304
2022-10-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,396
2022-10-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,445
2022-10-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,461
2022-10-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,42
2022-10-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,272
2022-10-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,332
2022-10-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,266
2022-10-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,318
2022-10-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,32
2022-11-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,285
2022-11-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,278
2022-11-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,296
2022-11-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,299
2022-11-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,303
2022-11-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,293
2022-11-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,273
2022-11-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,099
2022-11-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,189
2022-11-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,159
2022-11-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,209
2022-11-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,122
2022-11-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,131
2022-11-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,109
2022-11-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,064
2022-11-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,074
2022-11-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,038
2022-11-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,974
2022-11-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,073
2022-11-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,055
2022-11-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,984
2022-11-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,006
2022-12-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,899
2022-12-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,918
2022-12-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,944
2022-12-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,864
2022-12-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,834
2022-12-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,83
2022-12-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,866
2022-12-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,834
2022-12-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,822
2022-12-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,875
2022-12-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,014
2022-12-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,174
2022-12-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,155
2022-12-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,244
2022-12-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,283
2022-12-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,389
2022-12-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,409
2022-12-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,513
2022-12-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,486
2022-12-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,447
2022-12-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,516
2023-01-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,41
2023-01-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,351
2023-01-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,255
2023-01-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,29
2023-01-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,206
2023-01-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,149
2023-01-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,075
2023-01-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,97
2023-01-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,03
2023-01-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,05
2023-01-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,078
2023-01-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,948
2023-01-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,028
2023-01-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,088
2023-01-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,158
2023-01-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,149
2023-01-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,126
2023-01-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,114
2023-01-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,149
2023-01-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,164
2023-01-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,159
2023-02-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,155
2023-02-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;1,957
2023-02-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,036
2023-02-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,075
2023-02-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,082
2023-02-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,13
2023-02-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,271
2023-02-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,43
2023-02-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,414
2023-02-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,434
2023-02-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,462
2023-02-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,444
2023-02-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,50
2023-02-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,614
2023-02-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,736
2023-02-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,702
2023-02-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,65
2023-02-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,77
2023-02-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,762
2023-02-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,823
2023-03-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,794
2023-03-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,822
2023-03-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,693
2023-03-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,771
2023-03-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,72
2023-03-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,649
2023-03-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,682
2023-03-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,533
2023-03-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,279
2023-03-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,385
2023-03-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,251
2023-03-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,311
2023-03-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,213
2023-03-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,265
2023-03-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,336
2023-03-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,429
2023-03-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,319
2023-03-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,20
2023-03-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,221
2023-03-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,246
2023-03-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,23
2023-03-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,324
2023-03-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,282
2023-04-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,269
2023-04-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,437
2023-04-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,231
2023-04-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,255
2023-04-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,371
2023-04-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,408
2023-04-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,441
2023-04-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,427
2023-04-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,503
2023-04-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,531
2023-04-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,551
2023-04-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,591
2023-04-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,592
2023-04-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,633
2023-04-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,557
2023-04-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,465
2023-04-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,50
2023-04-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,384
2023-05-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,414
2023-05-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,349
2023-05-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,317
2023-05-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,357
2023-05-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,42
2023-05-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,382
2023-05-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,39
2023-05-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,217
2023-05-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,238
2023-05-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,32
2023-05-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,313
2023-05-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,323
2023-05-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,482
2023-05-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,417
